text,target_label
I enjoy learning new skills like skill improvement,motivation
309,satisfaction
1.2k,satisfaction
Job security feels threatened due to job insecurity,concern
There is fear and uncertainty because of politics,concern
There is fear and uncertainty because of harassment reports,concern
1.6k,satisfaction
318,satisfaction
I feel motivated because skill improvement,motivation
685,satisfaction
The performance review system is stressful and chaotic and it feels like a waste of time.,frustration
299,satisfaction
315,satisfaction
The promotion process is toxic and discouraging and it creates constant stress.,frustration
332,satisfaction
325,satisfaction
Employees are worried about layoffs,concern
300,satisfaction
403,satisfaction
225,satisfaction
367,satisfaction
The policies are terrible and people are quitting because of it.,frustration
The management is unfair to employees and it's affecting performance.,frustration
321,satisfaction
Challenging tasks like career growth inspire me,motivation
1.4k,satisfaction
407,satisfaction
270,satisfaction
527,satisfaction
195,satisfaction
1.1k,satisfaction
I enjoy learning new skills like innovation,motivation
198,satisfaction
341,satisfaction
1.7k,satisfaction
375,satisfaction
I enjoy learning new skills like innovation,motivation
Employees are worried about harassment reports,concern
875,satisfaction
668,satisfaction
259,satisfaction
The workflow is really bad and it feels like a waste of time.,frustration
Job security feels threatened due to job insecurity,concern
289,satisfaction
222,satisfaction
224,satisfaction
539,satisfaction
217,satisfaction
425,satisfaction
222,satisfaction
628,satisfaction
The support from leadership helps me grow in learning,motivation
1.5k,satisfaction
247,satisfaction
The support from leadership helps me grow in skill improvement,motivation
The support from leadership helps me grow in career growth,motivation
285,satisfaction
I feel motivated because future leadership,motivation
659,satisfaction
235,satisfaction
The management is frustrating to deal with and employees are exhausted by it.,frustration
I feel motivated because skill improvement,motivation
193,satisfaction
446,satisfaction
1.1k,satisfaction
538,satisfaction
1.3k,satisfaction
The support from leadership helps me grow in promotion,motivation
259,satisfaction
384,satisfaction
Challenging tasks like skill improvement inspire me,motivation
339,satisfaction
901,satisfaction
The company culture is full of delays and confusion and it feels like a waste of time.,frustration
Communication here is terrible and nothing improves.,frustration
602,satisfaction
1k,satisfaction
276,satisfaction
1.4k,satisfaction
522,satisfaction
235,satisfaction
246,frustration
307,satisfaction
198,satisfaction
329,satisfaction
Job security feels threatened due to job insecurity,concern
The stressful environment comes from toxic management,concern
The work environment is slow and unorganized and it makes the job unbearable.,frustration
The company culture is full of delays and confusion and nothing improves.,frustration
2.8k,satisfaction
402,satisfaction
848,satisfaction
Communication here is unfair to employees and it makes the job unbearable.,frustration
The company culture is stressful and chaotic and it makes the job unbearable.,frustration
192,satisfaction
272,satisfaction
842,satisfaction
3.6k,satisfaction
Challenging tasks like innovation inspire me,motivation
Job security feels threatened due to layoffs,concern
Communication here is poorly managed and it feels like a waste of time.,frustration
3.4k,satisfaction
368,satisfaction
There is growing concern about layoffs,concern
228,satisfaction
There are great opportunities for future leadership,motivation
There is fear and uncertainty because of toxic management,concern
The stressful environment comes from harassment reports,concern
1k,satisfaction
1.1k,satisfaction
238,satisfaction
206,satisfaction
191,satisfaction
203,satisfaction
Communication here is really bad and people are quitting because of it.,frustration
329,satisfaction
Communication here is frustrating to deal with and it's impossible to stay motivated.,frustration
268,satisfaction
The performance review system is terrible and it's impossible to stay motivated.,frustration
281,satisfaction
The workflow is terrible and people are quitting because of it.,frustration
Job security feels threatened due to work pressure,concern
1.9k,satisfaction
There is growing concern about job insecurity,concern
481,satisfaction
231,satisfaction
2.2k,satisfaction
292,satisfaction
191,satisfaction
193,satisfaction
746,satisfaction
I enjoy learning new skills like learning,motivation
HR is stressful and chaotic and it creates constant stress.,frustration
405,satisfaction
345,satisfaction
237,satisfaction
210,satisfaction
The stressful environment comes from job insecurity,concern
242,satisfaction
The company culture is terrible and nothing improves.,frustration
377,satisfaction
I enjoy learning new skills like promotion,motivation
The performance review system is frustrating to deal with and it feels like a waste of time.,frustration
Employees are worried about work pressure,concern
Job security feels threatened due to toxic management,concern
224,satisfaction
867,satisfaction
195,satisfaction
258,satisfaction
Employees are worried about harassment reports,concern
1.2k,satisfaction
625,satisfaction
202,satisfaction
578,satisfaction
196,satisfaction
The stressful environment comes from work pressure,concern
272,satisfaction
290,satisfaction
2.3k,satisfaction
794,satisfaction
The policies are frustrating to deal with and nothing improves.,frustration
239,satisfaction
The management is frustrating to deal with and it creates constant stress.,frustration
Challenging tasks like learning inspire me,motivation
There is fear and uncertainty because of toxic management,concern
Job security feels threatened due to politics,concern
332,satisfaction
232,satisfaction
236,satisfaction
223,satisfaction
Job security feels threatened due to politics,concern
1.1k,satisfaction
223,satisfaction
941,satisfaction
272,satisfaction
HR is really bad and no one listens to feedback.,frustration
Job security feels threatened due to politics,concern
301,satisfaction
551,satisfaction
234,satisfaction
There are great opportunities for future leadership,motivation
347,satisfaction
8.6k,satisfaction
Communication here is slow and unorganized and it's impossible to stay motivated.,frustration
465,satisfaction
884,satisfaction
The company culture is toxic and discouraging and employees are exhausted by it.,frustration
217,satisfaction
209,satisfaction
4.8k,satisfaction
201,satisfaction
1k,satisfaction
466,satisfaction
351,satisfaction
211,satisfaction
539,satisfaction
The stressful environment comes from politics,concern
I enjoy learning new skills like promotion,motivation
378,satisfaction
There is fear and uncertainty because of work pressure,concern
738,satisfaction
Job security feels threatened due to politics,concern
202,satisfaction
298,satisfaction
387,satisfaction
228,satisfaction
The policies are poorly managed and it makes the job unbearable.,frustration
370,satisfaction
3.3k,satisfaction
The policies are disappointing and no one listens to feedback.,frustration
There are great opportunities for future leadership,motivation
268,satisfaction
265,satisfaction
292,satisfaction
1.4k,satisfaction
Job security feels threatened due to harassment reports,concern
The policies are unfair to employees and it's affecting performance.,frustration
202,satisfaction
249,satisfaction
The stressful environment comes from job insecurity,concern
The company culture is frustrating to deal with and it's impossible to stay motivated.,frustration
284,satisfaction
431,satisfaction
312,satisfaction
430,satisfaction
There are great opportunities for innovation,motivation
551,satisfaction
The stressful environment comes from work pressure,concern
227,satisfaction
201,satisfaction
369,satisfaction
The policies are poorly managed and it's impossible to stay motivated.,frustration
713,satisfaction
861,satisfaction
672,satisfaction
742,satisfaction
3.4k,satisfaction
I feel motivated because career growth,motivation
650,satisfaction
367,satisfaction
3.8k,satisfaction
The workflow is disappointing and productivity is suffering because of this.,frustration
There is fear and uncertainty because of toxic management,concern
281,satisfaction
6k,satisfaction
2.7k,satisfaction
The support from leadership helps me grow in innovation,motivation
234,satisfaction
265,satisfaction
I feel motivated because innovation,motivation
711,satisfaction
971,satisfaction
5.3k,satisfaction
236,satisfaction
The policies are poorly managed and it's affecting performance.,frustration
The workflow is completely broken and it's affecting performance.,frustration
432,satisfaction
309,satisfaction
The stressful environment comes from job insecurity,concern
I feel motivated because promotion,motivation
317,satisfaction
239,satisfaction
473,satisfaction
1.6k,satisfaction
209,satisfaction
637,satisfaction
413,satisfaction
340,satisfaction
The performance review system is frustrating to deal with and no one listens to feedback.,frustration
2.8k,satisfaction
Leadership is unfair to employees and it makes the job unbearable.,frustration
298,satisfaction
582,satisfaction
224,satisfaction
9.2k,satisfaction
208,satisfaction
There is fear and uncertainty because of layoffs,concern
876,satisfaction
Challenging tasks like future leadership inspire me,motivation
855,satisfaction
There is fear and uncertainty because of toxic management,concern
330,satisfaction
417,satisfaction
1k,satisfaction
There is growing concern about harassment reports,concern
731,satisfaction
427,satisfaction
HR is terrible and nothing improves.,frustration
1.6k,satisfaction
435,satisfaction
309,satisfaction
474,satisfaction
219,satisfaction
261,satisfaction
The management is slow and unorganized and people are quitting because of it.,frustration
3k,satisfaction
337,satisfaction
190,satisfaction
299,satisfaction
327,satisfaction
220,satisfaction
263,satisfaction
1.8k,satisfaction
220,satisfaction
Challenging tasks like promotion inspire me,motivation
585,satisfaction
Challenging tasks like promotion inspire me,motivation
436,satisfaction
There are great opportunities for skill improvement,motivation
199,satisfaction
249,satisfaction
285,satisfaction
The policies are frustrating to deal with and it's affecting performance.,frustration
195,satisfaction
218,satisfaction
275,satisfaction
I enjoy learning new skills like promotion,motivation
200,satisfaction
207,satisfaction
542,satisfaction
243,satisfaction
388,satisfaction
260,satisfaction
765,satisfaction
423,satisfaction
There are great opportunities for skill improvement,motivation
There are great opportunities for career growth,motivation
Challenging tasks like skill improvement inspire me,motivation
The stressful environment comes from work pressure,concern
542,satisfaction
278,satisfaction
2.4k,satisfaction
Communication here is full of delays and confusion and it makes the job unbearable.,frustration
HR is terrible and no one listens to feedback.,frustration
343,satisfaction
I feel motivated because learning,motivation
873,satisfaction
264,satisfaction
212,satisfaction
The workflow is slow and unorganized and it feels like a waste of time.,frustration
The management is terrible and it creates constant stress.,frustration
43.5k,satisfaction
338,satisfaction
3k,satisfaction
716,satisfaction
923,satisfaction
Challenging tasks like skill improvement inspire me,motivation
201,satisfaction
249,satisfaction
227,satisfaction
Challenging tasks like skill improvement inspire me,motivation
1.5k,satisfaction
The company culture is terrible and it makes the job unbearable.,frustration
The support from leadership helps me grow in promotion,motivation
The support from leadership helps me grow in career growth,motivation
1.8k,satisfaction
501,satisfaction
382,satisfaction
196,satisfaction
The support from leadership helps me grow in future leadership,motivation
193,satisfaction
774,satisfaction
217,satisfaction
446,satisfaction
HR is stressful and chaotic and employees are exhausted by it.,frustration
864,satisfaction
771,satisfaction
196,satisfaction
194,satisfaction
506,satisfaction
190,satisfaction
207,satisfaction
198,satisfaction
There are great opportunities for innovation,motivation
277,satisfaction
1.7k,satisfaction
1.1k,satisfaction
515,satisfaction
Job security feels threatened due to work pressure,concern
The workflow is stressful and chaotic and it creates constant stress.,frustration
225,satisfaction
745,satisfaction
252,satisfaction
287,frustration
There are great opportunities for career growth,motivation
The work environment is really bad and productivity is suffering because of this.,frustration
1k,satisfaction
4.6k,satisfaction
2.4k,satisfaction
4.5k,satisfaction
1.5k,satisfaction
Job security feels threatened due to politics,concern
189,satisfaction
There are great opportunities for career growth,motivation
The performance review system is full of delays and confusion and productivity is suffering because of this.,frustration
473,satisfaction
286,satisfaction
There is fear and uncertainty because of work pressure,concern
399,satisfaction
There are great opportunities for future leadership,motivation
315,satisfaction
There are great opportunities for future leadership,motivation
1.2k,satisfaction
546,frustration
260,satisfaction
209,satisfaction
394,satisfaction
